task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
70	47/ef4bc3	5226811	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (9_50367679-141213431)	CACHED	0	2026-02-10 10:19:40.082	1.3s	0ms	44.8%	3.1 MB	5.4 MB	91.4 KB	3.3 KB
74	41/0c7108	5226815	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (11_54644205-135006516)	CACHED	0	2026-02-10 10:19:40.671	769ms	0ms	66.2%	3.1 MB	5.4 MB	91.4 KB	3.3 KB
71	fc/3138d3	5226813	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (3_1-90504854)	CACHED	0	2026-02-10 10:19:40.125	1.3s	0ms	64.0%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
76	fe/c768f9	5226816	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (6_1-58830166)	CACHED	0	2026-02-10 10:19:40.706	35.6s	0ms	66.7%	3.1 MB	5.4 MB	91.3 KB	3.2 KB
79	4a/99e7db	5226819	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (7_1-58054331)	CACHED	0	2026-02-10 10:19:40.820	35.5s	0ms	32.5%	3 MB	5.4 MB	91.3 KB	3.2 KB
78	51/4c3af6	5226818	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (X_1-58632012)	CACHED	0	2026-02-10 10:19:40.799	651ms	0ms	45.1%	3.1 MB	5.4 MB	91.3 KB	3.2 KB
75	50/02c3d2	5226817	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (18_18460898-78077248)	CACHED	0	2026-02-10 10:19:40.782	35.5s	0ms	65.3%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
81	fe/0ed248	5226821	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_38335801-90354753)	CACHED	0	2026-02-10 10:19:40.855	35.4s	0ms	45.7%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
80	31/5ab0d5	5226820	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (17_25263006-81195210)	CACHED	0	2026-02-10 10:19:40.836	35.5s	0ms	67.1%	3 MB	5.4 MB	91.4 KB	3.2 KB
85	c3/24a5d3	5226825	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (5_1-46405641)	CACHED	0	2026-02-10 10:19:40.959	35.3s	0ms	68.1%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
83	3c/8e5cf1	5226822	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (4_1-49660117)	CACHED	0	2026-02-10 10:19:40.875	587ms	0ms	65.3%	3.2 MB	5.4 MB	91.3 KB	3.2 KB
84	67/d60e9b	5226824	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (9_1-47367679)	CACHED	0	2026-02-10 10:19:40.920	552ms	0ms	68.1%	3.1 MB	5.4 MB	91.3 KB	3.2 KB
82	29/00e7b1	5226823	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (11_1-51644205)	CACHED	0	2026-02-10 10:19:40.897	572ms	0ms	64.9%	3.2 MB	5.4 MB	91.3 KB	3.2 KB
86	15/7899bf	5226826	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (Y_13104553-59373566)	CACHED	0	2026-02-10 10:19:40.978	626ms	0ms	64.0%	3 MB	5.4 MB	91.4 KB	3.2 KB
90	a2/8e331f	5226829	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (22_16000000-51304566)	CACHED	0	2026-02-10 10:19:41.037	586ms	0ms	49.2%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
92	7e/dae5b7	5226832	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (21_14288129-48129895)	CACHED	0	2026-02-10 10:19:41.101	35.2s	0ms	28.7%	3.1 MB	5.4 MB	91 KB	3.2 KB
88	55/89f44e	5226828	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (10_1-39254935)	CACHED	0	2026-02-10 10:19:41.016	602ms	0ms	68.1%	3 MB	5.4 MB	91.3 KB	3.2 KB
91	97/303100	5226830	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (12_1-34856694)	CACHED	0	2026-02-10 10:19:41.065	35.2s	0ms	44.4%	3.1 MB	5.4 MB	91 KB	3.2 KB
89	99/e3203d	5226831	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_1-35335801)	CACHED	0	2026-02-10 10:19:41.082	35.2s	0ms	49.7%	3 MB	5.4 MB	91 KB	3.2 KB
87	04/5f150a	5226827	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (8_1-43838887)	CACHED	0	2026-02-10 10:19:40.998	614ms	0ms	69.1%	3.1 MB	5.4 MB	91.3 KB	3.2 KB
93	79/0deb84	5226833	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (20_29369569-63025520)	CACHED	0	2026-02-10 10:19:41.121	517ms	0ms	46.0%	3.1 MB	5.4 MB	91 KB	3.2 KB
94	00/014fcd	5226834	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (19_27681782-59128983)	CACHED	0	2026-02-10 10:19:41.142	35.2s	0ms	30.6%	3.1 MB	5.4 MB	91 KB	3.2 KB
95	22/ca0ec9	5226835	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (20_1-26369569)	CACHED	0	2026-02-10 10:19:41.162	487ms	0ms	68.6%	3.1 MB	5.4 MB	91 KB	3.2 KB
99	11/5a5fd2	5226840	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (22_1-13000000)	CACHED	0	2026-02-10 10:19:41.268	5s	0ms	30.7%	3.4 MB	10.8 MB	91.4 KB	3.2 KB
96	bf/03016c	5226836	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (19_1-24681782)	CACHED	0	2026-02-10 10:19:41.180	35.1s	0ms	32.2%	3.1 MB	5.4 MB	91 KB	3.2 KB
100	fd/0f6ae5	5226839	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (21_1-11288129)	CACHED	0	2026-02-10 10:19:41.245	415ms	0ms	33.9%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
97	1e/7d270e	5226837	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (17_1-22263006)	CACHED	0	2026-02-10 10:19:41.200	35.1s	0ms	67.6%	3 MB	5.4 MB	91 KB	3.2 KB
98	7e/dfb70a	5226838	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (18_1-15460898)	CACHED	0	2026-02-10 10:19:41.220	35.1s	0ms	63.6%	3.1 MB	5.4 MB	91 KB	3.2 KB
101	d3/f6b7a9	5226841	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (Y_1-10104553)	CACHED	0	2026-02-10 10:19:41.324	5s	0ms	44.1%	3 MB	5.4 MB	91.4 KB	3.2 KB
102	5d/65b7b4	5226842	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000192.1_1-547496)	CACHED	0	2026-02-10 10:19:41.377	4.9s	0ms	68.6%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
104	62/ccffeb	5226844	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000194.1_1-191469)	CACHED	0	2026-02-10 10:19:41.595	4.7s	0ms	52.5%	3.1 MB	5.4 MB	91 KB	3.2 KB
106	2d/a7244b	5226847	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000200.1_1-187035)	CACHED	0	2026-02-10 10:19:41.805	4.5s	0ms	66.2%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
105	5a/d26a31	5226845	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000193.1_1-189789)	CACHED	0	2026-02-10 10:19:41.683	4.6s	0ms	37.6%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
103	24/8f280e	5226843	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000225.1_1-211173)	CACHED	0	2026-02-10 10:19:41.450	4.8s	0ms	67.1%	3 MB	5.4 MB	91.4 KB	3.2 KB
77	05/de532f	5227004	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (ND0693)	CACHED	0	2026-02-10 12:01:41.552	2h 25m 12s	2h 25m 10s	121.0%	20.8 GB	34.9 GB	183 GB	81.9 GB
108	08/3ffdcb	5226853	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000212.1_1-186858)	CACHED	0	2026-02-10 10:19:42.052	4.3s	0ms	70.6%	3 MB	5.4 MB	91.4 KB	3.2 KB
109	35/68082f	5226848	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000195.1_1-182896)	CACHED	0	2026-02-10 10:19:41.837	4.5s	0ms	43.8%	3 MB	5.4 MB	91.4 KB	3.2 KB
112	56/482068	5226851	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000219.1_1-179198)	CACHED	0	2026-02-10 10:19:41.970	4.4s	0ms	46.7%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
110	f9/a0dbfd	5226849	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000223.1_1-180455)	CACHED	0	2026-02-10 10:19:41.864	4.5s	0ms	66.7%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
107	89/86f845	5226846	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000222.1_1-186861)	CACHED	0	2026-02-10 10:19:41.717	4.6s	0ms	49.2%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
113	d2/8635d4	5226852	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000205.1_1-174588)	CACHED	0	2026-02-10 10:19:42.018	4.3s	0ms	2.8%	3 MB	5.4 MB	91.4 KB	3.2 KB
111	ad/878dd4	5226850	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000224.1_1-179693)	CACHED	0	2026-02-10 10:19:41.907	4.4s	0ms	8.0%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
118	6a/0bb50c	5226856	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000199.1_1-169874)	CACHED	0	2026-02-10 10:19:42.120	4.3s	0ms	43.8%	3.1 MB	5.4 MB	91 KB	3.2 KB
116	0e/a1994a	5226855	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000216.1_1-172294)	CACHED	0	2026-02-10 10:19:42.105	4.3s	0ms	45.4%	3.1 MB	5.4 MB	91 KB	3.2 KB
117	da/f7cee4	5226857	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000217.1_1-172149)	CACHED	0	2026-02-10 10:19:42.136	4.2s	0ms	66.2%	3.1 MB	5.4 MB	91 KB	3.2 KB
114	a7/09d6d5	5226854	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000215.1_1-172545)	CACHED	0	2026-02-10 10:19:42.089	4.3s	0ms	45.9%	3.1 MB	5.4 MB	91 KB	3.2 KB
120	2d/9b9a5d	5226858	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000213.1_1-164239)	CACHED	0	2026-02-10 10:19:42.158	4.2s	1s	9.4%	3.1 MB	5.4 MB	91 KB	3.2 KB
115	fc/36d9cc	5227876	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (ND0693)	CACHED	0	2026-02-11 12:04:17.594	5m 11s	5m 5s	3.8%	8.1 MB	13.6 MB	11.5 GB	1.2 MB
121	81/29eec4	5226859	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000220.1_1-161802)	CACHED	0	2026-02-10 10:19:42.174	4.2s	1s	7.5%	3.1 MB	5.4 MB	91 KB	3.2 KB
122	0d/c7bc3d	5226860	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000218.1_1-161147)	CACHED	0	2026-02-10 10:19:42.189	4.2s	0ms	46.0%	3 MB	5.4 MB	91 KB	3.2 KB
123	61/2e2069	5226861	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000209.1_1-159169)	CACHED	0	2026-02-10 10:19:42.222	4.2s	0ms	71.6%	3.1 MB	5.4 MB	91 KB	3.2 KB
126	00/e2bd84	5226864	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000228.1_1-129120)	CACHED	0	2026-02-10 10:19:42.583	3.8s	0ms	27.1%	5.5 MB	10.7 MB	91.4 KB	3.2 KB
124	f2/a0e55b	5226862	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000221.1_1-155397)	CACHED	0	2026-02-10 10:19:42.240	4.2s	0ms	42.7%	3 MB	5.4 MB	91 KB	3.2 KB
119	7c/b7a5d2	5226866	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000211.1_1-166566)	CACHED	0	2026-02-10 10:19:42.614	3.8s	0ms	61.5%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
125	30/da82cc	5226863	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000214.1_1-137718)	CACHED	0	2026-02-10 10:19:42.256	4.2s	1s	5.9%	3.1 MB	5.4 MB	91 KB	3.2 KB
128	7f/3ac4bd	5226867	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000191.1_1-106433)	CACHED	0	2026-02-10 10:19:42.630	3.8s	0ms	61.5%	3 MB	5.4 MB	91.4 KB	3.2 KB
133	75/0b1d1d	5226869	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000198.1_1-90085)	CACHED	0	2026-02-10 10:19:42.661	3.8s	0ms	43.0%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
127	7b/e10881	5226865	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000227.1_1-128374)	CACHED	0	2026-02-10 10:19:42.599	3.8s	0ms	52.5%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
143	a3/16c320	5226873	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000204.1_1-81310)	CACHED	0	2026-02-10 10:19:42.727	3.7s	0ms	16.3%	3.1 MB	5.4 MB	91.4 KB	3.2 KB
146	6c/4b7a57	5226872	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000230.1_1-43691)	CACHED	0	2026-02-10 10:19:42.708	3.8s	0ms	66.2%	3 MB	5.4 MB	91.4 KB	3.2 KB
129	d3/27f23b	5228098	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (ND0693)	CACHED	0	2026-02-11 12:09:28.197	41m 12s	40m 32s	97.4%	281.3 MB	339.9 MB	17.5 GB	123.4 KB
144	ae/08b501	5226870	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000233.1_1-45941)	CACHED	0	2026-02-10 10:19:42.677	3.8s	0ms	10.8%	5.5 MB	10.7 MB	91.4 KB	3.2 KB
147	45/8e1d4f	5226874	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000242.1_1-43523)	CACHED	0	2026-02-10 10:19:42.743	3.7s	0ms	7.7%	5.7 MB	10.7 MB	91.4 KB	3.2 KB
131	d9/2ec001	5226868	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (GL000208.1_1-92689)	CACHED	0	2026-02-10 10:19:42.646	3.8s	0ms	25.5%	3.4 MB	10.8 MB	91.4 KB	3.2 KB
