task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
34	ab/be1d97	5244894	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (2_241722402-241722563)	COMPLETED	0	2026-02-18 18:44:07.544	2s	0ms	18.8%	3.1 MB	5.4 MB	171 KB	31.6 KB
29	78/cdbed2	5244895	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (21_27382153-27382252)	COMPLETED	0	2026-02-18 18:44:07.560	2s	0ms	11.4%	3.1 MB	5.4 MB	170.8 KB	28.9 KB
30	cf/2ef4bc	5244896	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (19_57986390-57986516)	COMPLETED	0	2026-02-18 18:44:07.576	2s	0ms	19.7%	3.2 MB	5.4 MB	168 KB	29.3 KB
32	44/2db49e	5244897	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (19_48949250-48949460)	COMPLETED	0	2026-02-18 18:44:07.591	2s	0ms	34.9%	3.1 MB	5.4 MB	157.5 KB	23.1 KB
36	17/4d72f1	5244898	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (15_75654682-75654796)	COMPLETED	0	2026-02-18 18:44:07.607	2s	0ms	34.0%	3.1 MB	5.4 MB	168.5 KB	28.8 KB
38	ef/bd0e70	5244899	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (8_41472475-41472574)	COMPLETED	0	2026-02-18 18:44:07.625	1.9s	0ms	20.5%	3.2 MB	5.4 MB	171.4 KB	32.3 KB
33	3e/a93136	5244900	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (12_21926126-21926601)	COMPLETED	0	2026-02-18 18:44:07.642	1.9s	0ms	19.7%	3.1 MB	5.4 MB	173.3 KB	29.4 KB
39	a7/ea568c	5244901	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (3_130110021-130110597)	COMPLETED	0	2026-02-18 18:44:07.658	1.9s	0ms	49.7%	3.1 MB	5.4 MB	179.2 KB	32.5 KB
41	17/ba46b9	5244902	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (X_96136575-96136754)	COMPLETED	0	2026-02-18 18:44:07.674	1.9s	0ms	24.3%	3 MB	5.4 MB	162.5 KB	27.4 KB
43	81/b69b8a	5244903	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (6_149842194-149842353)	COMPLETED	0	2026-02-18 18:44:07.690	1.9s	0ms	32.4%	3.1 MB	5.4 MB	172.3 KB	31.9 KB
45	18/4c74bb	5244904	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (12_54688917-54689034)	COMPLETED	0	2026-02-18 18:44:07.705	1.9s	0ms	20.3%	3.1 MB	5.4 MB	180.5 KB	31.8 KB
31	e6/2b00bf	5244905	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (9_91993617-91994546)	COMPLETED	0	2026-02-18 18:44:07.720	1.9s	0ms	19.6%	3 MB	5.4 MB	172.2 KB	30.5 KB
28	a8/28aa24	5244906	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (3_64004492-64004715)	COMPLETED	0	2026-02-18 18:44:07.737	1.8s	0ms	19.0%	3 MB	5.4 MB	173.7 KB	31.8 KB
37	3f/9f9d58	5244907	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (20_35234353-35234470)	COMPLETED	0	2026-02-18 18:44:07.753	1.8s	0ms	30.4%	3.1 MB	5.4 MB	171.1 KB	29.4 KB
47	87/f3e61f	5244908	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (2_171678546-171678710)	COMPLETED	0	2026-02-18 18:44:07.769	1.8s	0ms	27.0%	3 MB	5.4 MB	168.2 KB	27.9 KB
40	0f/e93125	5244909	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (11_85444953-85445787)	COMPLETED	0	2026-02-18 18:44:07.786	1.8s	0ms	17.9%	3 MB	5.4 MB	172.4 KB	29.4 KB
46	10/c0937b	5244910	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (17_78359287-78359472)	COMPLETED	0	2026-02-18 18:44:07.801	1.8s	0ms	38.6%	4.4 MB	10.5 MB	170.1 KB	30.8 KB
48	07/af7d7d	5244911	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (11_984644-984753)	COMPLETED	0	2026-02-18 18:44:07.817	1.8s	0ms	25.3%	3.1 MB	5.4 MB	160.9 KB	26.9 KB
51	7f/6573d3	5244912	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_1832882-1833092)	COMPLETED	0	2026-02-18 18:44:07.832	1.8s	0ms	34.7%	4.4 MB	10.5 MB	167.1 KB	27.7 KB
52	6e/faa97f	5244913	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (6_20118616-20118773)	COMPLETED	0	2026-02-18 18:44:07.847	1.8s	0ms	49.0%	3.1 MB	5.4 MB	165.6 KB	26.6 KB
42	2e/b0903a	5244914	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (12_99119142-99119369)	COMPLETED	0	2026-02-18 18:44:07.862	1.7s	0ms	43.6%	3 MB	5.4 MB	189 KB	33.2 KB
